"delta21","lambda21","mu.alpha","mu.sigma[1]","mu.sigma[2]","mu.sigma[3]","p.mean[1, 1]","p.mean[2, 1]","p.mean[1, 2]","p.mean[2, 2]","p.mean[1, 3]","p.mean[2, 3]","p.mean[1, 4]","p.mean[2, 4]","p.mean[1, 5]","p.mean[2, 5]","p.mean[1, 6]","p.mean[2, 6]","p.mean[1, 7]","p.mean[2, 7]","p.sigma","p1.alpha","p2.alpha","phi.beta","phi1.alpha","phi2.alpha","phi2.mu","pi.alpha","psi12.alpha","psi21.alpha","r.delta","r.lambda","w[1]","w[2]"
0,0.0262504967567368,1.09849364213903,0.224410174741825,0.28774880234836,0.493950663393028,0.635596016427961,0.387210451193277,0.306645269915096,0.34885420089005,0.488839164664848,0.72548302110203,0.377961093510564,0.477688817261559,0.809140929307972,0.284852150983603,0.166965905754764,0.712608857233275,0.112295021765845,0.0243124814043001,1.08292365700071,0.392604956417153,0.639243805646512,0.0819659793784247,0.0935087059524584,0.0935087059524584,0.119572551023104,0.55649583354184,0.0384699949376549,0.126608524118298,0.268730587645994,0.56739214975258,0,1
0,0.0385672133115969,1.08180293008191,0.212055716222594,0.261109496814786,0.462482449816095,0.507302506133643,0.362708626412203,0.285736259906867,0.422367212390476,0.54453448602638,0.699228345175038,0.281697961514962,0.375053301080242,0.655573890440366,0.139488216286163,0.155551034547805,0.587483215717261,0.0759354901314523,0.0407321356268023,1.14250565010696,0.387845403232488,0.634751642080562,0.145663165848138,0.0935087059524584,0.0935087059524584,0.143704616761563,0.491010468951151,0.0251247874809391,0.083137694390176,0.226747960965669,0.522857538034223,0,1
0,0.0346332670540407,1.09927798250897,0.2043305375746,0.172288051855658,0.470728574573741,0.699439150044236,0.353509975881426,0.386347846331668,0.5392990771604,0.617749575550249,0.0475614860751032,0.391890363221611,0.430982407316384,0.665813307992913,0.121567699837131,0.160357739979202,0.20335681582302,0.150788556201345,0.022543022208445,1.29253485547486,0.412761581522318,0.721184524126292,0.030719008034087,0.0994398840448706,0.0994398840448706,0.109046203093686,0.491010468951151,0.0249382693893608,0.0953487504153471,0.242452995674521,0.560020028928948,0,1
0,0.0183690177387713,1.08557160101543,0.199371983315782,0.172775415881968,0.470728574573741,0.79690678772436,0.309569486218411,0.307002786568165,0.552195585699512,0.552192924643168,0.296646962596326,0.534755687544879,0.286922371679599,0.58714376094105,0.137728430741182,0.175201471959948,0.646798839760741,0.190685797925534,0.0436867945090072,1.17070940791382,0.408780945358578,0.701669974651344,0.030719008034087,0.112770933016221,0.112770933016221,0.12350994203124,0.525266302947933,0.023768933203976,0.162186730773078,0.242452995674521,0.558019392034632,0,1
0,0.0371793882127774,1.07549878928768,0.199371983315782,0.162550894370127,0.442416059340128,0.608953171814965,0.331724032026527,0.352520085670343,0.485422187689747,0.61559519948259,0.251318632456203,0.55281244861398,0.403184844592225,0.769349409822316,0.189050414292683,0.181496609255288,0.275220998401352,0.24649360280638,0.0634954576689765,1.0359730928082,0.408780945358578,0.704737734778217,0.030719008034087,0.0728400815641539,0.0728400815641539,0.0797038392214954,0.390102392127691,0.0237990118081081,0.128526092975827,0.242452995674521,0.491886087265991,0,1
0,0.0346379183431803,1.07813655571468,0.19332528516615,0.213393245577491,0.457379114105357,0.657684395050695,0.305157514052311,0.217292392645003,0.418199103947545,0.488025648639435,0.374423631360176,0.258568425291891,0.394516098090545,0.682683962671925,0.220705667365646,0.176592276596723,0.206617778983314,0.215957575131639,0.0861676554722259,1.06247993095817,0.372422517088886,0.663947995805866,-0.0950666191921353,0.11475438720431,0.11475438720431,0.0867798558803009,0.42007279734002,0.0239731797243409,0.133975645170702,0.215276364769642,0.531560059122647,0,1
0,0.040653701796594,1.0906639838042,0.180636884017245,0.17983472022017,0.463370305436291,0.704169996290493,0.655498049604358,0.283069458764181,0.396978608970356,0.528668434857076,0.793405201198815,0.498951990903431,0.442835195810068,0.78999749559702,0.182824127017638,0.13478807349215,0.76963852548505,0.238051582851304,0.0774687911428087,1.07774678347798,0.419585161499585,0.643630691874333,0.14979076208399,0.11475438720431,0.11475438720431,0.179219045643844,0.409537879491916,0.0610964051302417,0.133975645170702,0.193847725367196,0.624323939201557,0,1
0.0046594645394771,0.0351582345954762,1.08238304876904,0.204395435966517,0.268173256249393,0.512048627029135,0.772481372198258,0.338897577460159,0.339009188430561,0.376080993348795,0.676537894810834,0.201166056077363,0.431205752122171,0.456601533285605,0.772531910920687,0.199143437474506,0.317221530838782,0.311142947647136,0.233289962103745,0.0476937946241012,0.912715963635405,0.358471238289029,0.541726960526909,0.111129227977814,0.122874220149853,0.122874220149853,0.170576172352763,0.521558673962569,0.0563127485132488,0.249879069699656,0.259037126726823,0.644144734330088,1,1
0,0.015125441136643,1.09269675335492,0.204956327970747,0.268173256249393,0.482228657337714,0.559424686810098,0.361537360222406,0.317241097374383,0.426910695568944,0.469237339069538,0.293604643675381,0.380095776592384,0.41632603830206,0.770743778254755,0.233077346732587,0.243379951147786,0.582059724529597,0.308329417593636,0.0522188206155658,0.987819925943465,0.287862799662458,0.563326866239266,-0.0325348458023107,0.0941623468290482,0.0941623468290482,0.0854551372546963,0.42059134418918,0.0619020242632808,0.294410866627932,0.291504565183819,0.586090626135081,0,1
0,0.0228627402855187,1.09942922549179,0.202220349849284,0.204683437253699,0.519729349147826,0.604666325040745,0.446572833667434,0.454193421190527,0.51357683425696,0.507234509489003,0.0769617596159677,0.410953856632885,0.273114179950714,0.759251258238698,0.189360684746441,0.22069466812506,0.884339325848803,0.203029966626571,0.0307382136113964,1.28151524018969,0.278701693730961,0.47053651417937,-0.0908862609314992,0.0986798971760106,0.0986798971760106,0.0751134495183475,0.33302682408801,0.10696734501899,0.375168321980652,0.322996462543114,0.573309914503825,0,1
0,0.0410752568743922,1.11328052664286,0.200866145725574,0.204987835471327,0.519729349147826,0.530885688462905,0.434833898416095,0.335951770453904,0.495454683069401,0.490803010835907,0.265284776534057,0.414294969856193,0.552791120480064,0.583053868137472,0.2675777671563,0.0995985634588768,0.151696093393217,0.157664990507484,0.0282422943315138,1.14650136267422,0.285466091041869,0.52502678410681,-0.131970227440498,0.12287540033538,0.12287540033538,0.0822209422552001,0.310353729190279,0.0832634524946036,0.246725405193339,0.264788935361101,0.576852643479618,0,1
0,0.0263085524100666,1.11285402550129,0.203407635562685,0.19682811324249,0.544601594355749,0.680708205540977,0.398215977202481,0.278626139226968,0.475047756633818,0.56260412274534,0.439167590142646,0.442528632650366,0.535164911075798,0.584560331998381,0.236661916579879,0.163378328248237,0.642487476655098,0.192164365159947,0.0738518413134903,1.14650136267422,0.300460008277746,0.520461582938044,-0.241939693898258,0.107786231914665,0.107786231914665,0.0516205560863896,0.305359698778826,0.131407441447457,0.514391744195168,0.303676546153925,0.577908365760648,0,1
0,0.0241423524434764,1.10232888168924,0.208523897472712,0.220854717133868,0.484546341560165,0.606729189572564,0.276332875276553,0.247538944411207,0.400243265537514,0.521535255162807,0.433377448784548,0.335581926085604,0.446088115980219,0.653778659305857,0.228969763624365,0.102555045927757,0.14293682192537,0.242057632167133,0.0627728124743042,1.29798894310315,0.300460008277746,0.600861853492035,-0.441586264501058,0.151031630727034,0.151031630727034,0.0399567550795428,0.305359698778826,0.193560978763012,0.679141872405021,0.295307504868484,0.55194338409718,0,1
0,0.0249360147583644,1.09026736519071,0.208523897472712,0.146321446479756,0.484546341560165,0.690716258487207,0.220609699690767,0.191377979256667,0.390047683195352,0.537989860691907,0.0442736913064771,0.394602306162613,0.362572937016127,0.718141585641456,0.186642442651827,0.0926998541810635,0.0573058690857125,0.213889416268778,0.0183468270565332,1.37456230443244,0.34858843971256,0.674323604437687,-0.358184148117077,0.119843304088361,0.119843304088361,0.041287607439442,0.305359698778826,0.15227003736944,0.61912846391728,0.288195064525785,0.525276996475566,0,1
0,0.0196557186854134,1.09026736519071,0.213077427633646,0.146321446479756,0.488625904240812,0.697133253954987,0.379566062511372,0.273493389670598,0.47293642201379,0.549904889936418,0.405177506079431,0.395599196470078,0.416425642147336,0.633348478668466,0.214312755413278,0.127548694624594,0.238883351097776,0.300959986267915,0.0107474518788862,1.40363066503547,0.34858843971256,0.691670480053444,-0.795827695686673,0.156605038489355,0.156605038489355,0.0146741044043564,0.294830812183236,0.199770077896289,0.640865204207253,0.278829074130487,0.58563416634383,0,1
0,0.0207848697477566,1.09255784929522,0.20913603288439,0.223563874110442,0.454720811628407,0.666824977004959,0.204659543763837,0.275979006030062,0.383407354164349,0.567594948625211,0.565755637540862,0.391975940780634,0.473003949285601,0.569791660753312,0.320015748978048,0.170271053100712,0.166414817599406,0.180863569201192,0.0206769109760953,1.09866316351117,0.322896030237501,0.771211368258329,-0.646016517019816,0.171523591852288,0.171523591852288,0.0249873481355708,0.294830812183236,0.160532932581471,0.538430142589854,0.243919226124331,0.58563416634383,0,1
0,0.0169422376126666,1.11311153627297,0.216524030131974,0.152262909128285,0.504974988873455,0.629347468110864,0.267936198067534,0.193768748064056,0.475787416428079,0.60809214226283,0.937552227256241,0.52923589016774,0.437576763737778,0.759179609346477,0.325810152842786,0.158352328594497,0.674928174268555,0.196081946640937,0.0366105745830192,1.32948719812626,0.322820078958998,0.711106401966789,-0.0201141350356904,0.13904118040895,0.13904118040895,0.130783914417998,0.331831030429372,0.116011026824931,0.484802346860541,0.357011155559019,0.58563416634383,0,1
0,0.0211904514656962,1.12019895809203,0.222527045894078,0.152262909128285,0.472009634273897,0.589298318184273,0.421414255055636,0.202430010730421,0.459208194806531,0.56285931915377,0.246947232181229,0.396405037766315,0.421409610282034,0.719727680952199,0.17967787776599,0.165097399627473,0.101181806452438,0.238764463079715,0.0444154522904442,1.22363152893417,0.322820078958998,0.722972805916242,-0.101159173331373,0.133610942205036,0.133610942205036,0.0979867584971753,0.319648917757338,0.0914902647820184,0.318938788608055,0.287346220911052,0.611616519967805,0,1
0,0.014323279942976,1.11719824245218,0.221896854608172,0.183705133964523,0.477407642852748,0.62571752278014,0.405130565718665,0.311204153636487,0.436407428202455,0.422801969308823,0.289846504857706,0.245312431262058,0.31255315159892,0.576477027313358,0.140082735431639,0.175741833518911,0.667957849131316,0.200295589174975,0.0161966203625179,1.42890208427468,0.278203786162134,0.680421462249127,-0.612207918579217,0.111829700899333,0.111829700899333,0.0172170269393927,0.250410622798241,0.0900779406669281,0.345123133556735,0.252931040659146,0.541760626403926,0,1
0,0.0179081883178028,1.12164677592441,0.21873821666337,0.115964116503184,0.477407642852748,0.809686867666085,0.526852374295817,0.337796020631401,0.563003326057758,0.5538544630863,0.354747131719222,0.393534305080454,0.395858201268658,0.612362010028171,0.117512984197193,0.111807719465757,0.0658367375996263,0.200103950770324,0.000347097479235951,2.13290346517886,0.32252135748998,0.660974318666073,-1.48564595884889,0.159755200224772,0.159755200224772,0.00167004397859626,0.376208481224503,0.0900779406669281,0.374502779696581,0.26758083706595,0.476803115099826,0,1
